Controller,CPU %,CPU Time,Memory Usage,Network Bytes Rate,Network Packets Rate,Network Connections
propulsion,25.043110544851768,1596.6871390753558,1259.7556631562709,468.1954062425304,54.66660358241285,15.0
propulsion,24.572316387918217,1600.9636862322989,1235.7627362059848,438.6611335957644,61.08673821755494,10.0
propulsion,24.611971842074443,1602.6379655437213,1231.7614801013492,426.7074752278729,59.04227174599899,11.0
propulsion,23.61936725704425,1605.980892215674,1191.677832600892,432.8722087478248,62.26571829606446,12.0
propulsion,22.98147884105108,1610.548532863672,1153.360580490579,477.34534979369744,65.1362052739332,11.0
propulsion,23.742395514720588,1615.3943321536783,1136.0866745010685,438.654535560087,59.10302685879709,14.0
propulsion,24.46345089477564,1616.6119175843403,1124.0054538058075,476.66076573606097,58.87934077035894,15.0
propulsion,23.75553244599925,1621.5841875787728,1168.5722188411992,451.6154166095554,53.72353203623216,15.0
propulsion,23.624480634408908,1624.0252200195953,1124.2572937254663,468.71146201700526,52.50083077338535,14.0
propulsion,23.28024687177668,1627.755945648624,1134.2308950456415,445.0768024544019,52.63161909039361,13.0
propulsion,23.507568750958782,1630.9953542389626,1096.1589745415,457.7435197475664,49.94379943163126,15.0
propulsion,23.440764593720168,1635.9191248556217,1132.5601808079673,469.04637005710026,58.30271267135356,15.0
propulsion,23.365372358895883,1638.1509185167215,1101.4932993654154,456.26942395749137,69.50666962082684,15.0
propulsion,22.925060785324835,1639.1981333508274,1119.6116557797627,448.92461579331257,70.3561740926463,15.0
propulsion,23.241238565680824,1642.933709807401,1122.2054605687442,418.8407799000883,79.08140899056474,15.0
propulsion,23.62038943356829,1647.5611802224955,1129.8972029867462,412.3957181917412,61.77641852870599,15.0
propulsion,24.46023066812097,1651.6219808865358,1112.7150334708092,426.949445222434,72.55964450815698,15.0
propulsion,23.984578413899545,1656.4626046721091,1096.3503338612716,434.1584132089444,67.29409409072562,15.0
propulsion,24.16912624463961,1658.993686887335,1072.3468089088435,438.0031062130524,72.7185907690403,15.0
propulsion,23.33206794142537,1663.9515963881718,1030.9271626422938,443.3040795192576,71.859729341756,15.0
propulsion,23.47580762572181,1665.2783930869332,1026.8027437779565,438.2875115853242,79.83012217612188,15.0
propulsion,23.93078693501034,1669.845215586543,1051.3447408904572,414.7825856792703,75.26996869577388,15.0
propulsion,24.32780221891716,1671.684029210996,1052.7444464566418,432.9077537964921,78.09936855245795,15.0
propulsion,24.183689754731738,1673.3173124250593,1101.081612000028,391.2577410093084,60.08665829672121,15.0
propulsion,24.578585797161374,1677.074327138951,1144.3815429763115,389.90130968288,65.07519397055451,15.0
propulsion,23.64860887798905,1679.3017655781173,1156.6870685865756,434.38997494459016,60.53583343773484,15.0
propulsion,23.02821020512006,1680.782478431989,1122.1665550957089,432.19968078043007,67.14886291282463,15.0
propulsion,22.840547752599235,1683.1537320092473,1155.6288093016265,411.9435740762368,61.77937592998333,15.0
propulsion,23.26304720210344,1684.8968628391617,1195.077988037732,415.3599683071667,51.394786567560416,15.0
propulsion,25.043110544851768,1596.6871390753558,1259.7556631562709,468.1954062425304,54.66660358241285,15.0
propulsion,24.572316387918217,1600.9636862322989,1235.7627362059848,438.6611335957644,61.08673821755494,10.0
propulsion,24.611971842074443,1602.6379655437213,1231.7614801013492,426.7074752278729,59.04227174599899,11.0
propulsion,23.61936725704425,1605.980892215674,1191.677832600892,432.8722087478248,62.26571829606446,12.0
propulsion,22.98147884105108,1610.548532863672,1153.360580490579,477.34534979369744,65.1362052739332,11.0
propulsion,23.742395514720588,1615.3943321536783,1136.0866745010685,438.654535560087,59.10302685879709,14.0
propulsion,24.46345089477564,1616.6119175843403,1124.0054538058075,476.66076573606097,58.87934077035894,15.0
propulsion,23.75553244599925,1621.5841875787728,1168.5722188411992,451.6154166095554,53.72353203623216,15.0
propulsion,23.624480634408908,1624.0252200195953,1124.2572937254663,468.71146201700526,52.50083077338535,14.0
propulsion,23.28024687177668,1627.755945648624,1134.2308950456415,445.0768024544019,52.63161909039361,13.0
propulsion,23.507568750958782,1630.9953542389626,1096.1589745415,457.7435197475664,49.94379943163126,15.0
propulsion,23.440764593720168,1635.9191248556217,1132.5601808079673,469.04637005710026,58.30271267135356,15.0
propulsion,23.365372358895883,1638.1509185167215,1101.4932993654154,456.26942395749137,69.50666962082684,15.0
propulsion,22.925060785324835,1639.1981333508274,1119.6116557797627,448.92461579331257,70.3561740926463,15.0
propulsion,23.241238565680824,1642.933709807401,1122.2054605687442,418.8407799000883,79.08140899056474,15.0
propulsion,23.62038943356829,1647.5611802224955,1129.8972029867462,412.3957181917412,61.77641852870599,15.0
propulsion,24.46023066812097,1651.6219808865358,1112.7150334708092,426.949445222434,72.55964450815698,15.0
propulsion,23.984578413899545,1656.4626046721091,1096.3503338612716,434.1584132089444,67.29409409072562,15.0
propulsion,24.16912624463961,1658.993686887335,1072.3468089088435,438.0031062130524,72.7185907690403,15.0
propulsion,23.33206794142537,1663.9515963881718,1030.9271626422938,443.3040795192576,71.859729341756,15.0
propulsion,23.47580762572181,1665.2783930869332,1026.8027437779565,438.2875115853242,79.83012217612188,15.0
propulsion,23.93078693501034,1669.845215586543,1051.3447408904572,414.7825856792703,75.26996869577388,15.0
propulsion,24.32780221891716,1671.684029210996,1052.7444464566418,432.9077537964921,78.09936855245795,15.0
propulsion,24.183689754731738,1673.3173124250593,1101.081612000028,391.2577410093084,60.08665829672121,15.0
propulsion,24.578585797161374,1677.074327138951,1144.3815429763115,389.90130968288,65.07519397055451,15.0
propulsion,23.64860887798905,1679.3017655781173,1156.6870685865756,434.38997494459016,60.53583343773484,15.0
propulsion,23.02821020512006,1680.782478431989,1122.1665550957089,432.19968078043007,67.14886291282463,15.0
propulsion,22.840547752599235,1683.1537320092473,1155.6288093016265,411.9435740762368,61.77937592998333,15.0
propulsion,23.26304720210344,1684.8968628391617,1195.077988037732,415.3599683071667,51.394786567560416,15.0
propulsion,25.043110544851768,1596.6871390753558,1259.7556631562709,468.1954062425304,54.66660358241285,15.0
propulsion,24.572316387918217,1600.9636862322989,1235.7627362059848,438.6611335957644,61.08673821755494,10.0
propulsion,24.611971842074443,1602.6379655437213,1231.7614801013492,426.7074752278729,59.04227174599899,11.0
propulsion,23.61936725704425,1605.980892215674,1191.677832600892,432.8722087478248,62.26571829606446,12.0
propulsion,22.98147884105108,1610.548532863672,1153.360580490579,477.34534979369744,65.1362052739332,11.0
propulsion,23.742395514720588,1615.3943321536783,1136.0866745010685,438.654535560087,59.10302685879709,14.0
propulsion,24.46345089477564,1616.6119175843403,1124.0054538058075,476.66076573606097,58.87934077035894,15.0
propulsion,23.75553244599925,1621.5841875787728,1168.5722188411992,451.6154166095554,53.72353203623216,15.0
propulsion,23.624480634408908,1624.0252200195953,1124.2572937254663,468.71146201700526,52.50083077338535,14.0
propulsion,23.28024687177668,1627.755945648624,1134.2308950456415,445.0768024544019,52.63161909039361,13.0
propulsion,23.507568750958782,1630.9953542389626,1096.1589745415,457.7435197475664,49.94379943163126,15.0
propulsion,23.440764593720168,1635.9191248556217,1132.5601808079673,469.04637005710026,58.30271267135356,15.0
propulsion,23.365372358895883,1638.1509185167215,1101.4932993654154,456.26942395749137,69.50666962082684,15.0
propulsion,22.925060785324835,1639.1981333508274,1119.6116557797627,448.92461579331257,70.3561740926463,15.0
propulsion,23.241238565680824,1642.933709807401,1122.2054605687442,418.8407799000883,79.08140899056474,15.0
propulsion,23.62038943356829,1647.5611802224955,1129.8972029867462,412.3957181917412,61.77641852870599,15.0
propulsion,24.46023066812097,1651.6219808865358,1112.7150334708092,426.949445222434,72.55964450815698,15.0
propulsion,23.984578413899545,1656.4626046721091,1096.3503338612716,434.1584132089444,67.29409409072562,15.0
propulsion,24.16912624463961,1658.993686887335,1072.3468089088435,438.0031062130524,72.7185907690403,15.0
propulsion,23.33206794142537,1663.9515963881718,1030.9271626422938,443.3040795192576,71.859729341756,15.0
propulsion,23.47580762572181,1665.2783930869332,1026.8027437779565,438.2875115853242,79.83012217612188,15.0
propulsion,23.93078693501034,1669.845215586543,1051.3447408904572,414.7825856792703,75.26996869577388,15.0
propulsion,24.32780221891716,1671.684029210996,1052.7444464566418,432.9077537964921,78.09936855245795,15.0
propulsion,24.183689754731738,1673.3173124250593,1101.081612000028,391.2577410093084,60.08665829672121,15.0
propulsion,24.578585797161374,1677.074327138951,1144.3815429763115,389.90130968288,65.07519397055451,15.0
