Controller,CPU %,CPU Time,Memory Usage,Network Bytes Rate,Network Packets Rate,Network Connections
weapons,34.787206313875515,7890.641830859654,795.0763239948444,316.7356768818714,37.06301926194628,1.0
weapons,30.40181228968896,8178.517662709716,794.0491932045073,308.86551038881817,36.37415443769975,1.0
weapons,31.290010917830323,8366.611642657817,823.9722214132312,316.1699092882748,32.57887401781349,2.0
weapons,30.246411065379757,7433.180089757052,780.0794856197546,317.52759634876014,30.909643588970177,1.0
weapons,36.09528080726163,9188.72106932646,806.2705736805758,317.488885774406,27.468770827821466,2.0
weapons,34.254990708659065,8249.277548677464,852.2453942208102,308.5041041311274,25.160539063727164,3.0
weapons,29.82418526290069,8626.010181551648,894.0906468346133,313.9975236388901,28.965968311000424,3.0
weapons,35.224647526200464,9589.607498096238,922.3433049637468,311.45757574460623,25.738344158942443,4.0
weapons,36.70626417121086,9134.031120122116,950.742397955867,309.8063826376392,21.794213399845656,3.0
weapons,31.49187402274359,7832.82843696278,913.1108718178048,312.2072879858057,18.50457658607094,2.0
weapons,33.120198520559114,8332.115068240446,868.5701590554878,302.4661972805034,20.255636467943965,1.0
weapons,32.29602964174026,9677.588636700804,878.9739282383009,304.3650716808794,21.23660362328157,2.0
weapons,28.877977138511454,9369.034940166664,842.2574335610378,294.479609862684,18.57662318471277,3.0
weapons,32.42834652038526,7810.715550272623,848.5049666238897,300.9230113137792,14.283900001595288,4.0
weapons,36.71367049156373,8706.93233260068,817.2156643703504,296.49346370038546,12.748754441777049,3.0
weapons,33.28189678472188,8781.758550235843,804.6034404128065,302.28561624262227,10.431661461399829,2.0
weapons,35.58788718971295,8764.490250494948,833.0350185431405,310.22944787695815,10.567162336919814,1.0
weapons,28.8659291579438,8764.449855767858,810.084129885082,306.92741313814633,9.5971672574904,2.0
weapons,36.31680665727005,8452.203706594355,832.7352518782527,311.58357886608513,11.20506446260872,3.0
weapons,34.69510317747573,8062.2601214608,805.4607628272266,321.8274048199726,9.529097256719531,2.0
weapons,34.29553836671308,8364.88632464146,815.8108011156164,313.1060356549292,13.911998844283138,2.0
weapons,31.40831088381613,8626.78595535348,851.4824986071059,318.1803070191903,11.05438129050875,2.0
weapons,39.16997704767999,9801.135335959754,833.9457999847706,326.41718511024175,14.866498293049808,3.0
weapons,35.52474570003103,8215.127313788897,792.8099889028024,330.6338303131548,11.21320783233643,3.0
weapons,32.98214863128746,8596.68097526917,799.0601911088821,322.63620690808034,11.10694136261075,2.0
weapons,39.12880524613112,7678.95914125841,848.1973012469879,329.7080963252166,8.065632082161546,3.0
weapons,34.02127930283711,8818.25372553046,853.8615849457324,321.4025350632974,10.533697782751272,3.0
weapons,36.5680342598676,8205.17048722588,815.9266509774515,314.6928275082204,6.9234211232731,4.0
weapons,34.787206313875515,7890.641830859654,795.0763239948444,316.7356768818714,37.06301926194628,1.0
weapons,30.40181228968896,8178.517662709716,794.0491932045073,308.86551038881817,36.37415443769975,1.0
weapons,31.290010917830323,8366.611642657817,823.9722214132312,316.1699092882748,32.57887401781349,2.0
weapons,30.246411065379757,7433.180089757052,780.0794856197546,317.52759634876014,30.909643588970177,1.0
weapons,36.09528080726163,9188.72106932646,806.2705736805758,317.488885774406,27.468770827821466,2.0
weapons,34.254990708659065,8249.277548677464,852.2453942208102,308.5041041311274,25.160539063727164,3.0
weapons,29.82418526290069,8626.010181551648,894.0906468346133,313.9975236388901,28.965968311000424,3.0
weapons,35.224647526200464,9589.607498096238,922.3433049637468,311.45757574460623,25.738344158942443,4.0
weapons,36.70626417121086,9134.031120122116,950.742397955867,309.8063826376392,21.794213399845656,3.0
weapons,31.49187402274359,7832.82843696278,913.1108718178048,312.2072879858057,18.50457658607094,2.0
weapons,33.120198520559114,8332.115068240446,868.5701590554878,302.4661972805034,20.255636467943965,1.0
weapons,32.29602964174026,9677.588636700804,878.9739282383009,304.3650716808794,21.23660362328157,2.0
weapons,28.877977138511454,9369.034940166664,842.2574335610378,294.479609862684,18.57662318471277,3.0
weapons,32.42834652038526,7810.715550272623,848.5049666238897,300.9230113137792,14.283900001595288,4.0
weapons,36.71367049156373,8706.93233260068,817.2156643703504,296.49346370038546,12.748754441777049,3.0
weapons,33.28189678472188,8781.758550235843,804.6034404128065,302.28561624262227,10.431661461399829,2.0
weapons,35.58788718971295,8764.490250494948,833.0350185431405,310.22944787695815,10.567162336919814,1.0
weapons,28.8659291579438,8764.449855767858,810.084129885082,306.92741313814633,9.5971672574904,2.0
weapons,36.31680665727005,8452.203706594355,832.7352518782527,311.58357886608513,11.20506446260872,3.0
weapons,34.69510317747573,8062.2601214608,805.4607628272266,321.8274048199726,9.529097256719531,2.0
weapons,34.29553836671308,8364.88632464146,815.8108011156164,313.1060356549292,13.911998844283138,2.0
weapons,31.40831088381613,8626.78595535348,851.4824986071059,318.1803070191903,11.05438129050875,2.0
weapons,39.16997704767999,9801.135335959754,833.9457999847706,326.41718511024175,14.866498293049808,3.0
weapons,35.52474570003103,8215.127313788897,792.8099889028024,330.6338303131548,11.21320783233643,3.0
weapons,32.98214863128746,8596.68097526917,799.0601911088821,322.63620690808034,11.10694136261075,2.0
weapons,39.12880524613112,7678.95914125841,848.1973012469879,329.7080963252166,8.065632082161546,3.0
weapons,34.02127930283711,8818.25372553046,853.8615849457324,321.4025350632974,10.533697782751272,3.0
weapons,36.5680342598676,8205.17048722588,815.9266509774515,314.6928275082204,6.9234211232731,4.0
weapons,34.787206313875515,7890.641830859654,795.0763239948444,316.7356768818714,37.06301926194628,1.0
weapons,30.40181228968896,8178.517662709716,794.0491932045073,308.86551038881817,36.37415443769975,1.0
weapons,31.290010917830323,8366.611642657817,823.9722214132312,316.1699092882748,32.57887401781349,2.0
weapons,30.246411065379757,7433.180089757052,780.0794856197546,317.52759634876014,30.909643588970177,1.0
weapons,36.09528080726163,9188.72106932646,806.2705736805758,317.488885774406,27.468770827821466,2.0
weapons,34.254990708659065,8249.277548677464,852.2453942208102,308.5041041311274,25.160539063727164,3.0
weapons,29.82418526290069,8626.010181551648,894.0906468346133,313.9975236388901,28.965968311000424,3.0
weapons,35.224647526200464,9589.607498096238,922.3433049637468,311.45757574460623,25.738344158942443,4.0
weapons,36.70626417121086,9134.031120122116,950.742397955867,309.8063826376392,21.794213399845656,3.0
weapons,31.49187402274359,7832.82843696278,913.1108718178048,312.2072879858057,18.50457658607094,2.0
weapons,33.120198520559114,8332.115068240446,868.5701590554878,302.4661972805034,20.255636467943965,1.0
weapons,32.29602964174026,9677.588636700804,878.9739282383009,304.3650716808794,21.23660362328157,2.0
weapons,28.877977138511454,9369.034940166664,842.2574335610378,294.479609862684,18.57662318471277,3.0
weapons,32.42834652038526,7810.715550272623,848.5049666238897,300.9230113137792,14.283900001595288,4.0
weapons,36.71367049156373,8706.93233260068,817.2156643703504,296.49346370038546,12.748754441777049,3.0
weapons,33.28189678472188,8781.758550235843,804.6034404128065,302.28561624262227,10.431661461399829,2.0
weapons,35.58788718971295,8764.490250494948,833.0350185431405,310.22944787695815,10.567162336919814,1.0
weapons,28.8659291579438,8764.449855767858,810.084129885082,306.92741313814633,9.5971672574904,2.0
weapons,36.31680665727005,8452.203706594355,832.7352518782527,311.58357886608513,11.20506446260872,3.0
weapons,34.69510317747573,8062.2601214608,805.4607628272266,321.8274048199726,9.529097256719531,2.0
weapons,34.29553836671308,8364.88632464146,815.8108011156164,313.1060356549292,13.911998844283138,2.0
weapons,31.40831088381613,8626.78595535348,851.4824986071059,318.1803070191903,11.05438129050875,2.0
weapons,39.16997704767999,9801.135335959754,833.9457999847706,326.41718511024175,14.866498293049808,3.0
weapons,35.52474570003103,8215.127313788897,792.8099889028024,330.6338303131548,11.21320783233643,3.0
weapons,32.98214863128746,8596.68097526917,799.0601911088821,322.63620690808034,11.10694136261075,2.0
weapons,39.12880524613112,7678.95914125841,848.1973012469879,329.7080963252166,8.065632082161546,3.0
weapons,34.02127930283711,8818.25372553046,853.8615849457324,321.4025350632974,10.533697782751272,3.0
weapons,36.5680342598676,8205.17048722588,815.9266509774515,314.6928275082204,6.9234211232731,4.0
