ChunkID,PowerValues,Mean,StdDev,Min,Max,Range,Prediction
0,[0.414642359, 0.4011220922, 0.3015407543, 0.43279009500000004, 0.3731242367, 0.3724843425, 0.38645426600000005, 0.5101124842, 0.3949467715, 0.39005817740000004],0.39772755788,0.052541486604837324,0.3015407543,0.5101124842,0.2085717299,Attack
1,[0.3904244194, 0.3440913819, 0.3850920058, 0.3257016963, 0.3499924305, 0.3819265137, 0.3786163205, 0.4351188077, 0.3508987381, 0.3933105867],0.37351729006,0.031482437389429595,0.3257016963,0.4351188077,0.10941711139999999,Attack
2,[0.3543652591, 0.318039057, 0.2943304051, 0.3849565485, 0.2921212769, 0.41907974670000003, 0.37993017970000004, 0.37154262050000003, 0.4180702143, 0.4088284596],0.36412637674000004,0.0482381547075191,0.2921212769,0.41907974670000003,0.12695846980000003,Attack
3,[0.2858909867, 0.32941727120000003, 0.4074622593, 0.4854801858, 0.514021853, 0.5012692443, 0.4451759071, 0.34947949700000003, 0.48774118380000003, 0.4377905044],0.42437288926,0.07916313876797147,0.2858909867,0.514021853,0.2281308663,Attack
4,[0.3819556179, 0.3182800487, 0.4224134069, 0.466105998, 0.4869955664, 0.419980811, 0.4654174333, 0.5238033318, 0.4138108595, 0.3958249031],0.42945879766,0.058670685989802865,0.3182800487,0.5238033318,0.20552328310000006,Attack
5,[0.30278129870000003, 0.3904801338, 0.48047949300000004, 0.40950212010000003, 0.3714410287, 0.3633806425, 0.3890614725, 0.3200894868, 0.3321538603, 0.3472064097],0.37065759461000003,0.051155287347322526,0.30278129870000003,0.48047949300000004,0.1776981943,Attack
6,[0.2608787493, 0.3971798184, 0.3780548718, 0.4267466984, 0.3870853623, 0.3531383543, 0.2658788106, 0.3609508724, 0.39453651440000004, 0.4584552545],0.36829053064,0.0630940583989614,0.2608787493,0.4584552545,0.19757650520000003,Attack
7,[0.4462404981, 0.3137987582, 0.3625383702, 0.3720054587, 0.296993932, 0.3414527599, 0.35388069510000003, 0.3468297777, 0.3830922465, 0.43771330680000003],0.36545458032,0.04775202546470958,0.296993932,0.4462404981,0.14924656609999998,Attack
8,[0.3643362073, 0.3998657778, 0.37252019470000003, 0.3718768315, 0.4128244951, 0.3602828536, 0.2827162992, 0.36149225960000003, 0.5062035992, 0.3097178879],0.37418364059,0.06015113232918467,0.2827162992,0.5062035992,0.2234873,Attack
9,[0.4459931666, 0.3567248937, 0.3889052036, 0.5076341465, 0.5104796494, 0.3489135606, 0.3463358769, 0.3570961971, 0.5150244628, 0.4489039696],0.42260111268000006,0.07129483709991373,0.3463358769,0.5150244628,0.16868858590000002,Attack
